,Unnamed: 0,Hardness,Al,Co,Cr,Cu,Fe,Ni,result_49
37,37,655.0,0.359,0.128,0.128,0.128,0.128,0.128,6.135076561
38,38,157.0,0.0,0.167,0.167,0.167,0.333,0.167,1.078174265
39,39,450.0,0.118,0.0,0.294,0.0,0.441,0.147,4.571450951
40,40,200.0,0.074,0.0,0.185,0.185,0.185,0.37,2.013773606
41,41,310.0,0.154,0.154,0.154,0.077,0.154,0.308,3.081655978
42,42,625.0,0.333,0.133,0.133,0.133,0.133,0.133,5.911687681
43,43,555.0,0.213,0.213,0.213,0.0,0.213,0.15,5.658887385
44,44,546.0,0.2,0.2,0.1,0.1,0.2,0.2,4.528603379
45,45,170.0,0.0,0.225,0.225,0.225,0.225,0.1,1.175103874
46,46,516.0,0.2,0.2,0.2,0.0,0.2,0.2,4.982503973
47,47,764.0,0.43,0.06,0.33,0.06,0.06,0.06,7.762786262
48,48,153.0,0.0,0.238,0.05,0.238,0.238,0.238,1.100062252
49,49,338.0,0.149,0.213,0.213,0.0,0.213,0.213,3.644263233
50,50,131.0,0.086,0.229,0.229,0.0,0.229,0.229,2.256588166
51,51,740.0,0.429,0.143,0.143,0.0,0.143,0.143,8.167972431
52,52,472.0,0.1,0.0,0.35,0.25,0.05,0.25,4.300277291
53,53,172.0,0.0,0.222222222,0.222222222,0.111111111,0.222222222,0.222222222,1.410023351
54,54,170.0,0.057,0.0,0.189,0.189,0.189,0.377,1.818601883
55,55,545.0,0.222,0.111,0.0,0.222,0.222,0.222,4.260879751
56,56,415.0,0.2,0.2,0.2,0.2,0.0,0.2,5.007934701
57,57,475.0,0.206,0.159,0.159,0.159,0.159,0.159,4.951858866
58,58,242.0,0.143,0.143,0.143,0.0,0.143,0.429,2.253789742
59,59,451.0,0.167,0.25,0.167,0.083,0.167,0.167,4.218195209
60,60,475.0,0.05,0.317,0.317,0.0,0.317,0.0,5.164661951
61,61,370.0,0.185,0.0,0.185,0.185,0.185,0.259,4.823135508
62,62,702.0,0.462,0.154,0.077,0.077,0.154,0.077,7.524831673
63,63,168.0,0.053,0.211,0.211,0.0,0.263,0.263,1.727850765
64,64,166.0,0.143,0.429,0.0,0.143,0.143,0.143,3.042874871
65,65,459.0,0.13,0.0,0.28,0.22,0.06,0.31,4.576898028
66,66,546.0,0.231,0.0,0.154,0.154,0.154,0.308,5.251877734
67,67,558.0,0.265,0.147,0.147,0.147,0.147,0.147,5.429067531
68,68,593.0,0.333,0.0,0.133,0.133,0.133,0.267,6.2681925
69,69,125.0,0.0,0.2,0.2,0.0,0.2,0.4,1.544830022
70,70,695.0,0.2,0.267,0.267,0.0,0.267,0.0,6.240446842
71,71,473.0,0.182,0.091,0.182,0.182,0.182,0.182,4.759008824
72,72,278.0,0.107,0.0,0.179,0.179,0.179,0.357,2.585019457
73,73,155.0,0.0,0.2,0.2,0.2,0.2,0.2,1.200776684
74,74,161.0,0.0,0.213,0.15,0.213,0.213,0.213,1.093584484
75,75,495.0,0.11,0.0,0.29,0.29,0.05,0.26,4.419565383
76,76,430.0,0.25,0.25,0.0,0.0,0.25,0.25,4.479578105
77,77,573.0,0.273,0.0,0.182,0.182,0.182,0.182,5.388503458
78,78,587.0,0.225,0.225,0.225,0.0,0.1,0.225,5.622204687
79,79,544.0,0.265,0.0,0.147,0.147,0.147,0.294,5.670472253
80,80,146.0,0.0,0.05,0.238,0.238,0.238,0.238,1.464495721
81,81,476.0,0.225,0.225,0.1,0.0,0.225,0.225,4.690659233
82,82,185.0,0.057,0.189,0.189,0.189,0.189,0.189,1.710839779
83,83,225.0,0.125,0.125,0.125,0.0,0.125,0.5,1.984364714
84,84,407.0,0.2,0.2,0.2,0.2,0.2,0.0,3.97495083
85,85,154.0,0.0,0.25,0.0,0.25,0.25,0.25,1.113718641
86,86,158.0,0.0,0.15,0.213,0.213,0.213,0.213,1.275756996
87,87,335.0,0.167,0.167,0.167,0.0,0.167,0.333,3.061622798
88,88,170.0,0.0,0.283,0.283,0.0,0.283,0.15,1.889956491
89,89,665.0,0.238,0.238,0.238,0.0,0.05,0.238,5.933948326
90,90,558.0,0.213,0.213,0.213,0.0,0.15,0.213,5.316975682
91,91,655.0,0.15,0.283,0.283,0.0,0.283,0.0,5.85347785
92,92,238.0,0.091,0.0,0.182,0.182,0.182,0.364,2.276834126
93,93,339.0,0.153,0.0,0.169,0.169,0.169,0.339,3.666446453
94,94,567.0,0.286,0.0,0.143,0.143,0.143,0.286,5.875429985
95,95,811.0,0.46,0.14,0.23,0.05,0.07,0.05,8.688407998
96,96,790.0,0.44,0.14,0.22,0.05,0.09,0.06,8.418592863
97,97,855.0,0.43,0.19,0.24,0.0,0.08,0.06,8.747440124
98,98,856.0,0.43,0.18,0.24,0.0,0.1,0.05,8.737466596
99,99,859.0,0.47,0.14,0.2,0.05,0.09,0.05,8.698642921
100,100,875.0,0.43,0.24,0.22,0.0,0.05,0.06,8.69044736
101,101,868.0,0.43,0.24,0.23,0.0,0.05,0.05,8.717769285
102,102,843.0,0.47,0.12,0.2,0.05,0.11,0.05,8.69851401
103,103,794.0,0.43,0.15,0.17,0.05,0.14,0.06,7.928225685
104,104,783.0,0.42,0.1,0.3,0.05,0.07,0.06,8.011863462
105,105,797.0,0.47,0.11,0.22,0.05,0.1,0.05,8.792811895
106,106,805.0,0.47,0.13,0.2,0.05,0.1,0.05,8.698577362
107,107,699.0,0.29,0.22,0.34,0.0,0.05,0.1,6.916933476
108,108,749.0,0.47,0.07,0.16,0.09,0.16,0.05,7.907072406
109,109,828.0,0.43,0.14,0.21,0.05,0.12,0.05,8.225593633
110,110,849.0,0.47,0.18,0.15,0.05,0.1,0.05,8.297895552
111,111,883.0,0.47,0.2,0.18,0.05,0.05,0.05,8.55365961
112,112,864.0,0.43,0.18,0.2,0.0,0.12,0.07,8.580990692
113,113,841.0,0.47,0.17,0.16,0.05,0.1,0.05,8.383349015
114,114,882.0,0.43,0.22,0.22,0.0,0.08,0.05,8.680497518
115,115,883.0,0.43,0.22,0.23,0.0,0.07,0.05,8.717774773
116,116,828.0,0.43,0.2,0.21,0.0,0.09,0.07,8.647319259
117,117,848.0,0.43,0.22,0.25,0.0,0.05,0.05,8.73866362
118,118,878.0,0.47,0.19,0.19,0.05,0.05,0.05,8.631141493
119,119,782.0,0.43,0.29,0.18,0.0,0.05,0.05,8.401476687
120,120,865.0,0.43,0.25,0.22,0.0,0.05,0.05,8.680488583
121,121,851.5,0.445,0.22,0.195,0.025,0.065,0.05,8.553402914
122,122,117.0,0.07,0.233,0.233,0.0,0.233,0.233,2.058258732
123,123,228.0,0.13,0.217,0.217,0.0,0.217,0.217,3.141914051
124,124,135.3,0.025,0.25,0.225,0.0,0.25,0.25,1.633839219
125,125,147.2,0.05,0.25,0.2,0.0,0.25,0.25,1.628619627
126,126,175.3,0.075,0.25,0.175,0.0,0.25,0.25,1.7296624
127,127,190.4,0.1,0.25,0.15,0.0,0.25,0.25,1.951607613
128,128,210.6,0.125,0.25,0.125,0.0,0.25,0.25,2.28992584
129,129,250.3,0.15,0.25,0.1,0.0,0.25,0.25,2.720731511
130,130,314.1,0.175,0.25,0.075,0.0,0.25,0.25,3.206483795
131,131,386.5,0.2,0.25,0.05,0.0,0.25,0.25,3.706041082
132,132,486.3,0.225,0.25,0.025,0.0,0.25,0.25,4.179989238
133,133,418.0,0.182,0.182,0.182,0.182,0.091,0.182,4.681380106
134,134,245.8,0.13,0.217,0.217,0.217,0.217,0.217,3.531789676
135,135,694.0,0.429,0.071,0.143,0.071,0.143,0.143,7.612453319
136,136,110.0,0.059,0.235,0.235,0.0,0.235,0.235,1.9508498
137,137,169.0,0.048,0.238,0.238,0.238,0.238,0.238,1.883488744
138,138,768.0,0.4,0.133,0.067,0.133,0.2,0.067,6.109904109
139,139,639.0,0.222,0.222,0.222,0.111,0.222,0.0,5.323620564
140,140,644.0,0.428571429,0.142857143,0.142857143,0.142857143,0.142857143,0.0,6.419673932
141,141,617.0,0.167,0.167,0.333,0.0,0.167,0.167,5.306471765
142,142,644.0,0.429,0.143,0.143,0.143,0.143,0.0,6.423430239
143,143,150.0,0.0,0.1,0.225,0.225,0.225,0.225,1.359396666
144,144,109.0,0.0,0.143,0.143,0.0,0.571,0.143,1.162822976
145,145,799.0,0.47,0.13,0.13,0.05,0.12,0.1,8.209281594
146,146,699.0,0.34,0.17,0.34,0.0,0.05,0.1,7.353560241
147,147,604.0,0.38,0.11,0.06,0.09,0.31,0.05,6.406088825
148,148,537.0,0.167,0.167,0.167,0.083,0.25,0.167,4.343317735
149,149,341.09,0.143,0.19,0.19,0.095,0.19,0.19,3.733884222
150,150,637.2,0.238,0.238,0.238,0.0,0.048,0.238,5.934948319
151,151,603.0,0.365,0.159,0.159,0.159,0.159,0.0,5.622374011
152,152,207.0,0.111111111,0.222222222,0.222222222,0.222222222,0.222222222,0.0,3.298797448
